id,skill
103219697,проведение презентации
103219697,Работа в команде
103219697,Грамотная речь
103219697,Клиентоориентированность
103219697,работа с людьми
103219697,Разработка компьютерных Игр
103219697,3D Моделирование
103219697,Робототехника
103219697,Unity
103219697,GIMP
103219697,Веб-программирование
103219697,Веб-дизайн
103074524,1С программирование
103074524,ERP-системы на базе 1С
103972779,CI/CD
103972779,Linux
103972779,Kubernetes
103972779,DevOps
103972779,Nginx
103972779,Написание скриптов
91837088,C++
91837088,STL
91837088,Boost
91837088,CMake
103709428,Пользователь ПК
103709428,Грамотная речь
103709428,Репетиторство
103709428,Индивидуальное обучение
103709428,Репетитор
103709428,Pascal
103709428,Python
103709428,Информационные технологии
103709428,Дистанционное обучение
103709428,Удаленная работа
103709428,Преподавание
103709428,Информатика
103709428,Репетитор по информатике
103587384,Игровые продуктовые метрики
103587384,MS Excel
103587384,SQL
103587384,Python
103587384,Аналитика
103587384,Анализ данных
103587384,Математическая статистика
103587384,Аналитическое мышление
101589554,Linux
101589554,SQL
101589554,DevOps
101589554,СУБД
101589554,Unix
101589554,Docker
101589554,Английский язык
101589554,Gitlab
101589554,Базы данных
101589554,Ansible
101589554,TeamCity
101589554,Nginx
101589554,CI/CD
101589554,RabbitMQ
101589554,Clickhouse
101589554,Kubernetes
101589554,Redis
103125659,Обучение и развитие
103125659,Организация учебного процесса
103125659,Дистанционное обучение
103125659,Информатика
103125659,Индивидуальное обучение
103125659,Преподавание
103125659,Python
103125659,Подготовка к ОГЭ
103125659,Подготовка к ЕГЭ
